Name,Review Date,Verified,Type of Traveller,Month Flown,Route,Class,Sentiment,Origin,Destiny,Scale,Scale_bool,Or_country,Dst_country,Or_continent,Dst_continent,Or_lat,Dst_lat,Or_long,Dst_long,distance_km,Rev,year,month,day,Reviews_Simp,polarity,review_len,word_count
J Dajena,2018-12-29,True,Family Leisure,December 2018,New York JFK to Frankfurt,Economy Class,1,New York JFK,Frankfurt,None,False, United States, Germany,John F. Kennedy International Airport,Frankfurt,40.642947899999996,50.1106444,-73.7793733748521,8.6820917,6209.684331012829,  Singapore to Brisbane. Seems like service / food is getting worse slowly over time. Upgraded to business class for 1200$ from Brisbane to Singapore but SQ wanted 2200$ for Singapore to Brisbane upgrade. Amazing difference in the same sector?wanted 2200$ for upgrade,2018,12,29,brisbane seems like service food getting worse slowly time upgraded business class brisbane but sq wanted brisbane upgrade amazing difference sectorwanted upgrade,-0.033333333333333326,162,22
R Sanyal,2018-12-24,True,Solo Leisure,December 2018,Singapore to Frankfurt,Economy Class,1,Singapore,Frankfurt,None,False,Singapore, Germany,Singapore,Frankfurt,1.357107,50.1106444,103.8194992,8.6820917,10260.83044153216," Overnight flight delayed in takeoff due to airport congestion brought on by inclement weather. On boarding the large number of passengers on this oversized aircraft was impressively quick and smooth. Flight attendants were elegantly efficient - the female flight attendants were strikingly lissome. Sitting configuration was 3-4-3. Seats were comfortable but given that most seats were occupied, the cabin felt crowded. Lots of film choices on the seatback personal entertainment system, they were easy to access. Ample overhead luggage space. Leg space a bit tight. Seat reclination juts the backseat TV screen rather close to your face and the tray table to your tummy. In fact, the flight attendants, while serving meals, ensured that the passengers returned the seats to a more straight up position. A dinner and a breakfast were served. A multi page menu book was provided to all. There were two entree choices for both meals - no vegetarian choice. That was a shocking surprise. I chose the fish dish. It was amply portioned and tasty. The breakfast cold sandwiches were dry and virtually inedible. Predinner drinks were served in plastic tumblers from a tray that flight attendants carried - juice, beer, white wine were on offer. Dinner and breakfast cutlery were metal, not plastic. Duty free catalog was thick but nothing distinctive products on offer. Cockpit crew kept us informed of the flight and take off delays. Singapore Airlines should consider their impact on the environment - on this relatively short overnight flight they can simplify the breakfast and dinner, dispense with the paper menu and the basic amenities bag and ensure a vegetarian option as standard. Bathrooms were clean throughout. A good option over Lufthansa or United. Arrived more or less on time after a somewhat bumpy flight.Flight attendants were elegantly efficient",2018,12,24,overnight delayed takeoff due airport congestion brought inclement weather boarding large number passengers oversized aircraft impressively quick smooth attendants elegantly efficient female attendants strikingly lissome sitting configuration seats comfortable but given seats occupied cabin felt crowded lots film choices seatback personal entertainment system easy access ample overhead luggage space leg space bit tight seat reclination juts backseat tv screen rather close face tray table tummy fact attendants serving meals ensured passengers returned seats straight position dinner breakfast served multi page menu book provided two entree choices meals no vegetarian choice shocking surprise chose fish dish amply portioned tasty breakfast cold sandwiches dry virtually inedible predinner drinks served plastic tumblers tray attendants carried juice beer white wine offer dinner breakfast cutlery metal not plastic duty free catalog thick but nothing distinctive products offer cockpit crew kept us informed take off delays consider impact environment relatively short overnight simplify breakfast dinner dispense paper menu basic amenities bag ensure vegetarian option standard bathrooms clean throughout good option lufthansa united arrived less time somewhat bumpy flightflight attendants elegantly efficient,0.10042857142857145,1318,175
Michael Schade,2018-12-24,False,Solo Leisure,December 2018,Singapore to London Heathrow,Economy Class,1,Singapore,London Heathrow,None,False,Singapore, United Kingdom,Singapore,Heathrow Airport,1.357107,51.46773895,103.8194992,-0.4587800741571181,10875.322842038131," The usual good ground service at Changi Airport. Aircraft was an upgraded 773ER with the new Y class product. Service on this almost 14h flight was good, with attentive staff. The seats are not very comfortable, thin padding and little legroom. IFE very good. Food was below average for such a long flight. The 777 as usual, pretty noisy.seats are not very comfortable",2018,12,24,usual good ground service changi airport aircraft upgraded new class product service almost good attentive staff seats not comfortable thin padding little legroom ife good food average long usual pretty noisyseats not comfortable,0.08563311688311685,229,33
T Yee,2018-12-23,True,Solo Leisure,November 2018,Danang to Adelaide via Singapore,Premium Economy,2,Danang,Adelaide,Singapore,True, France, Australia,Danang,Adelaide,45.148873,-34.9281805,5.7175491,138.5999312,15905.37654636565," Departing SIN-LHR on the redeye flight (departing 1 am), this means a group of grumpy and tired travellers. Took the front row bulkhead seat in PE on Boeing 777-300ER which gives quite a lot of legroom, the downside is the the inflight entertainment (IFE) system is tucked away on the floor, in a it's own separate housing. I eschewed the champagne and dinner for sleep, and here I still find the SQ PE seats very stiff and difficult to recline, it really takes quite a lot of effort to force the seat into a recline position. Nonetheless, there is a reasonable amount of elbow space, and the personal reading lights, noise-cancelling earphones and cubby holes give a sense of comfort. The IFE is the new touch-screen system with a separate seat controller handset. My IFE monitor refused to come out of it's housing, but the aircrew performed some magic with a knife and fork, and saved the day! Food (the breakfast that I tried) was reasonably good, and crew were proactive with drinks and snacks through the flight. The only downside of PE in the B777 series is that access to the shared toilets is at the rear with normal economy, and you have to manage the queues for access the best you can. Overall, a good experience especially now that PE pricing appears to be equivalent to the prices from competitors such as Lufthansa.crew were proactive with drinks",2018,12,23,departing sinlhr redeye departing means group grumpy tired travellers took front row bulkhead seat pe boeing gives quite lot legroom downside inflight entertainment ife system tucked away floor separate housing eschewed champagne dinner sleep still find sq pe seats stiff difficult recline really takes quite lot effort force seat recline position nonetheless reasonable amount elbow space personal reading lights noisecancelling earphones cubby holes give sense comfort ife new touchscreen system separate seat controller handset ife monitor refused come housing but aircrew performed magic knife fork saved day food breakfast tried reasonably good crew proactive drinks snacks downside pe series access shared toilets rear normal economy manage queues access best overall good experience especially pe pricing appears equivalent prices competitors lufthansacrew proactive drinks,0.1765769944341373,880,122
Kate Cameron,2018-12-23,True,Couple Leisure,December 2018,Zurich to Singapore,Economy Class,1,Zurich,Singapore,None,False, Switzerland,Singapore,Zurich,Singapore,47.3744489,1.357107,8.5410422,103.8194992,10297.468392609813,"  Danang to Adelaide via Singapore. Our flight over to Vietnam was quite comfortable and good service, however, the return was quite different. My bag was severely damaged in transit from Danang to Singapore. I was given the run around at Changi by staff and have to hope that I can manage a damage claim via email. The Silk air flight (which was code shared on SQ ticket) was very average. Old plane, the meal looked awful. Service was very rushed and impersonal. Singapore to Adelaide flight overnight - no sleep due to extremely badly behaved child that screamed the whole time. Staff seemed oblivious and only intervened to talk to the parents when I requested them to do so. No food served until 5 hrs into the flight despite the fact everyone was awake due to screaming child. Drinks trolley never bought through. No snack service in galley like other flights do. Very disappointed. Food was average and service slow. I found it insulting that the IFE played a video showing all the features of the business class seat not once but twice, a lovely reminder to those in cattle class what they are missing. New A350 has poor leg room and when the person in front reclined i could not bend my legs and had to keep them straightened under the seat in front. IFE very average. Wouldn't go out of my way to fly Singapore again.Food average and service slow",2018,12,23,danang adelaide via vietnam quite comfortable good service however return quite different bag severely damaged transit danang given run around changi staff hope manage damage claim via email silk air code shared sq ticket average old meal looked awful service rushed impersonal adelaide overnight no sleep due extremely badly behaved child screamed whole time staff seemed oblivious intervened talk parents requested no food served hrs despite fact everyone awake due screaming child drinks trolley never bought no snack service galley like flights disappointed food average service slow found insulting ife played video showing features business class seat not but twice lovely reminder cattle class missing new poor leg room person front reclined could not bend legs keep straightened seat front ife average wouldnt go way fly againfood average service slow,-0.12107438016528924,859,130
T Bursen,2018-12-23,True,Couple Leisure,November 2018,Zürich to Singapore,Business Class,0,Zürich,Singapore,None,False, Switzerland,Singapore,Zurich,Singapore,47.3744489,1.357107,8.5410422,103.8194992,10297.468392609813,"  My experience was less convincing. The reservation line was always busy and it takes ages to get through. The seat is large and comfortable to sit, but to sleep it is not comfortable at all: too hard, too narrow footrest and you sleep in a diagonal position which is awkward. I could not sleep at all during the whole flight. And the food was really bad: very tough meat, overcooked and bad taste. Worst food I had in a long time. Staff is friendly but not efficient, sometimes it takes ages to get some water or bread etc. Overall really disappointing experience. A pity as they used to be good some years ago. In any case I will not chose them again. experience was less convincing",2018,12,23,experience less convincing reservation line always busy takes ages get seat large comfortable sit but sleep not comfortable hard narrow footrest sleep diagonal position awkward could not sleep whole food really bad tough meat overcooked bad taste worst food long time staff friendly but not efficient sometimes takes ages get water bread etc overall really disappointing experience pity used good years ago case will not chose experience less convincing,-0.09884559884559883,453,69
Y Kan,2018-12-22,True,Couple Leisure,November 2018,Copenhagen to Singapore,Business Class,0,Copenhagen,Singapore,None,False, Denmark,Singapore,Copenhagen,Singapore,55.6867243,1.357107,12.5700724,103.8194992,9962.072289510983,"  I flew Singapore Airlines A380 business from Zürich to Singapore in November 2018, and it was really a disappointment. Prior to my flight, I pre-ordered cordon blue for my dinner. It was just bad. Although the business section was not full, the flight attendants kept forgetting to deliver my drinks. During dinner, they offered red or white wine, and when I asked for a diet coke, they got lost completely. When I ordered a coffee, they gave me the coffee long after I finished my dessert but never delivered the stirrer.  The business seat is extremely uncomfortable. The cushion is hard covered with a thin layer of leather cover. Even adding the bedsheet won't help. The armrests are a piece of small folding plastic, I couldn't rest my arms comfortably on them. When I reclined the seat, I was unable to stretch my legs due to design of the leg room. One has to curve his/her legs to fit the shape of the leg room and it is extremely uncomfortable to sleep like that. The quality of the image and sound of entertainment is below average. They offered limited movie selections. I am usually very easy going with airlines and I don't like to spend time to write reviews. However the newly designed business seats in Singapore airline are unacceptable.  Singapore airline should pay more attention to improve their seats, foods and services.really a disappointment",2018,12,22,flew business zürich november really disappointment prior preordered cordon blue dinner bad although business section not full attendants kept forgetting deliver drinks dinner offered red white wine asked diet coke got lost completely ordered coffee gave coffee long finished dessert but never delivered stirrer business seat extremely uncomfortable cushion hard covered thin layer leather cover even adding bedsheet wont help armrests piece small folding plastic couldnt rest arms comfortably reclined seat unable stretch legs due design leg room one curve hisher legs fit shape leg room extremely uncomfortable sleep like quality image sound entertainment average offered limited movie selections usually easy going dont like spend time write reviews however newly designed business seats unacceptable pay attention improve seats foods servicesreally disappointment,-0.1268082611832612,867,121
Randal McDowell,2018-12-21,True,Solo Leisure,October 2018,Bangkok to Singapore,Economy Class,2,Bangkok,Singapore,None,False, Thailand,Singapore,Bangkok,Singapore,13.7524938,1.357107,100.4935089,103.8194992,1418.9949219616608,"  Excellent service all the way from Stavanger, first with SAS to Copenhagen, then on to Singapore with Singapore Airlines. I choose Singapore Airlines for the entire trip from Stavanger - Singapore - Melbourne - Mildura- Melbourne - Perth then back to Stavanger via Singapore and London Heathrow mainly because they are part of the Star Alliance Group. All flights left on time and arrived earlier that scheduled. The service was excellent throughout. I particularly enjoyed the trip from Copenhagen to Singapore where I met a delightful young lady who was a member of the cabin crew. She took time to chat even though they were quite busy.  I have flown with Singapore Airlines several times beforeExcellent service all the way",2018,12,21,excellent service way stavanger first sas copenhagen choose entire trip stavanger melbourne mildura melbourne perth back stavanger via london heathrow mainly part star alliance group flights left time arrived earlier scheduled service excellent throughout particularly enjoyed trip copenhagen met delightful young lady member cabin crew took time chat even though quite busy flown several times beforeexcellent service way,0.31666666666666665,422,58
D Tan,2018-12-19,False,Family Leisure,December 2018,Singapore to Bangkok,Economy Class,1,Singapore,Bangkok,None,False,Singapore, Thailand,Singapore,Bangkok,1.357107,13.7524938,103.8194992,100.4935089,1418.9949219616608,"  Bangkok to Singapore. Among all the times I have flown with Singapore Airlines, this trip did not feel like Singapore Airlines at all. Firstly, there was a slight delay and the ground staff did not provide any information whatsoever. A bad start to the journey. After boarding the plane, I could feel that the cabin crew lacked warmth and hospitality. Shortly after takeoff, the cabin crew came round to serve the children first. They came to serve my 8 year old Sister the meal however they did not give her two choices to choose from. They just served my Sister chicken with rice. It turns out that the chicken with rice was too spicy. There were actually two choices (beef stew and chicken with rice) which left me wondering why they did not stop to ask my Sister what choice she wanted. They didn’t even tell her that the chicken with rice was spicy!  When the cabin crew came round to serve adults, they were very rushed and did not make themselves clear at all. They asked ‘stew or chicken rice?’. They didn’t bother to tell us what meat the stew was. And they also did not offer any drinks. You have to ask them yourselves. The service I experienced was far from the ‘superior quality’ Singapore Airlines used to offer. I understand the need to rush service a little as the flight was only a little over two hours. However that does not mean that they can treat passengers like that. Disappointed with Singapore Airlines this time round. The only good point of this trip was that we could fly in their new Boeing 787-10 with improved amenities. But other than that, this flight could not be recognised as from Singapore Airlines!Disappointed this time",2018,12,19,bangkok among times flown trip not feel like firstly slight delay ground staff not provide information whatsoever bad start journey boarding could feel cabin crew lacked warmth hospitality shortly takeoff cabin crew came round serve children first came serve year old sister meal however not give two choices choose served sister chicken rice turns chicken rice spicy actually two choices beef stew chicken rice left wondering not stop ask sister choice wanted didn’t even tell chicken rice spicy cabin crew came round serve adults rushed not make clear asked ‘stew chicken rice’ didn’t bother tell us meat stew also not offer drinks ask service experienced far ‘superior quality’ used offer understand need rush service little little two hours however not mean treat passengers like disappointed time round good point trip could fly new boeing improved amenities but could not recognised airlinesdisappointed time,-0.0672712703962704,914,142
T Lee,2018-12-18,True,Family Leisure,December 2018,Singapore to Newark,Economy Class,2,Singapore,Newark,None,False,Singapore, United States,Singapore,Newark,1.357107,40.735657,103.8194992,-74.1723667,15338.252912967062," Flew Singapore Airlines from Singapore to Bangkok. Seat was very comfortable. Legroom was great and cabin crew were very polite as usual. The meal was delicious and it was nice of them to offer ice cream as a dessert. Inflight entertainment was also good but could have more options. Even though we were flying in one of the old A330s, this Singapore Airlines experience was amazing. Definitely would try them again.polite as usual",2018,12,18,flew bangkok seat comfortable legroom great cabin crew polite usual meal delicious nice offer ice cream dessert inflight entertainment also good but could options even though flying one old experience amazing definitely would try againpolite usual,0.37,247,36
Chen Hui Tan,2018-12-16,True,Family Leisure,December 2018,Dubai to Singapore,Premium Economy,2,Dubai,Singapore,None,False, United Arab Emirates,Singapore,Dubai,Singapore,25.2653471,1.357107,55.2924914,103.8194992,5837.208025641798,"  Singapore to Newark. Cabin crew attitude, IFE & food were amazing. The only problem that I had with them was my Mileage Plus, both the cabin crew on the outbound flight and the ground staff in Newark barely knew anything about it. I asked the outbound flight crew about my Mileage Plus, they told me to consult the ground crew who just said both airlines are members of Star Alliance. He wasn't even sure if Mileage Plus members flying on Singapore Airlines were able to access United lounges. However he did tell me that Mileage Plus users (me inclusive) had to upgrade to Gold before accessing a Kris Flyer lounge but that seemed to be the only thing he knew about Mileage Plus.problem was my Mileage Plus",2018,12,16,newark cabin crew attitude ife food amazing problem mileage plus cabin crew outbound ground staff newark barely knew anything asked outbound crew mileage plus told consult ground crew said members star alliance wasnt even sure if mileage plus members flying able access united lounges however tell mileage plus users inclusive upgrade gold accessing kris flyer lounge but seemed thing knew mileage plusproblem mileage plus,0.41250000000000003,422,64
Jiaolong Yang,2018-12-14,True,Business,December 2018,Barcelona to Manila via Milan / Singapore,Business Class,0,Barcelona,Manila,Milan / Singapore,True, Spain, Philippines,Barcelona,Manila,41.3828939,14.5906346,2.1774322,120.9799964,11197.470640735266,"  Dubai to Singapore, with business class seated at 12A, the cabin was amazing, nice facilities with good ambience, cabin crews look nice, however some of the cabin crew are very robotic, there was no genuine care or personal touch from them. During the meal service, there was no one asking me to refill the drinks when crews saw my empty whisky glass, is it very expensive? Most of the crews without any anticipations for passengers. I can remember a female crew, when I asked for help to lay the bed back before landing, she asked me to carry her service tray for her, exchange? When she helped a lady seating behind me to lay the bed back, she put the blanket around the side of my seat, somehow the blanket slapped my head and I was shocked, when I was seeing her she just realized and said sorry! All the small details reflected that there is no attention for the customers, but some of the SQ flights I took before was so different! Honestly speaking, I was not comfortable this time and I feel there is no consistency for the cabin crew.  Really disappointed this time and not worth as a elite member anymore.disappointed this time",2018,12,14,dubai business class seated cabin amazing nice facilities good ambience cabin crews look nice however cabin crew robotic no genuine care personal touch meal service no one asking refill drinks crews saw empty whisky glass expensive crews without anticipations passengers remember female crew asked help lay bed back landing asked carry service tray exchange helped lady seating behind lay bed back put blanket around side seat somehow blanket slapped head shocked seeing realized said sorry small details reflected no attention customers but sq flights took different honestly speaking not comfortable time feel no consistency cabin crew really disappointed time not worth elite member anymoredisappointed time,-0.03571428571428573,710,105
Doug Dumpa,2018-12-14,True,Business,November 2018,Mumbai to Singapore via Sydney,Economy Class,2,Mumbai,Singapore,Sydney,True, India,Singapore,Mumbai,Singapore,19.0785451,1.357107,72.878176,103.8194992,3902.0153131894876,"  Barcelona to Manila via Milan / Singapore. Upon arrival in Milan, a new group of cabin crew took over. This new team has been exceptionally outstanding in their service, beyond the normal that SQ is known for. When I asked for a cup of coffee, the steward served it with a small chocolate bar. In between meals, they served apple fruit; many minutes later, they served potato chips. These were additional foods than the normal snacks and drinks they served. The cabin crew were always visible throughout the flight, SQ377 on 28 Nov 2018. It’s like in economy class served like in business class.outstanding in their service",2018,12,14,barcelona manila via milan upon arrival milan new group cabin crew took new team exceptionally outstanding service beyond normal sq known asked cup coffee steward served small chocolate bar meals served apple fruit many minutes later served potato chips additional foods normal snacks drinks served cabin crew always visible throughout nov it’s like economy class served like business classoutstanding service,0.1653409090909091,409,60
H Sharlan,2018-12-14,True,Family Leisure,November 2018,Singapore to Zurich,Economy Class,0,Singapore,Zurich,None,False,Singapore, Switzerland,Singapore,Zurich,1.357107,47.3744489,103.8194992,8.5410422,10297.468392609813,"  Mumbai to Singapore via Sydney. No kids menu provided for a 2.5 year old, they said they did not have any. The age is mentioned when you book the ticket. They gave instant noodles which is not I am some thing paying for, the flight includes meals.  We are non-vegetarians but other children with kids menu did not had a vegetarian option either.No kids menu provided",2018,12,14,mumbai via sydney no kids menu provided year old said not age mentioned book ticket gave instant noodles not thing paying includes meals nonvegetarians but children kids menu not vegetarian option eitherno kids menu provided,0.05,224,35
Filippo Bertoni,2018-12-12,True,Business,October 2018,Surabaya to Singapore,Business Class,2,Surabaya,Singapore,None,False, Indonesia,Singapore,Surabaya,Singapore,-7.2459717,1.357107,112.7378266,103.8194992,1373.3877696206475,"  Singapore to Zurich. I am  impressed by this amazing latest Business Class product on the super silent A380. The seat has an incredible amount of privacy, plenty of functionalities and storage options and it is wonderfully set-up. The selection of movies is extensive and it comes with a big HD touch-screen. Food was great and the service, as usual on Singapore Airlines, was phenomenal. They remain my favourite airline out there. Particularly on this route, they put their code-share partner SWISS to a big shame. Overall, an impeccable flight, from the ground to the air.an impeccable flight",2018,12,12,zurich impressed amazing latest business class product super silent seat incredible amount privacy plenty functionalities storage options wonderfully setup selection movies extensive comes big hd touchscreen food great service usual phenomenal remain favourite particularly route put codeshare partner swiss big shame overall impeccable ground airan impeccable,0.4147058823529412,360,46
Krist Ang,2018-12-09,False,Business,December 2018,Singapore to Johannesburg,Economy Class,0,Singapore,Johannesburg,None,False,Singapore, South Africa,Singapore,Johannesburg,1.357107,-26.205,103.8194992,28.049722,8664.033950527737," Surabaya to Singapore. Worst airline in terms of punctuality. I am a frequent flier and i took this flight pretty often.  For a premium airline (which is like really premium because Singapore Airlines price themselves higher than other airlines flying the same route) they are offering below subpar performance. Well, taking note their “getting you there on-time” slogan. They obviously getting us there but not on-time. One of the worst airlines where it comes to reliability and accountability. below subpar performance",2018,12,09,surabaya worst terms punctuality frequent flier took pretty often premium like really premium price higher flying route offering subpar performance well taking note “getting ontime” slogan obviously getting us but not ontime one worst comes reliability accountability subpar performance,-0.17142857142857143,286,39
Ken Howie,2018-12-09,True,Couple Leisure,November 2018,Sydney to Singapore,Premium Economy,2,Sydney,Singapore,None,False, Australia,Singapore,Sydney,Singapore,-33.8698439,1.357107,151.2082848,103.8194992,6301.23211398711," Singapore to Johannesburg. Check in and formalities were super efficient as is normal at Changi. The flight is at the unsocial hour of 01.30, recently changed from 02.00. Unfortunately only the scheduled time has changed. We were 30 minutes late, and it seems that this is the norm for this flight, and an extra half hour of sitting around at the time in the morning is frustrating. Boarding when started was efficient. The premium economy cabin is relatively spacious with ample space for storage, and the seats are very comfortable. A pre-take off drink, as is the norm on other airlines premium economy would have been very welcome after the wait. After take off drinks were served. Champagne is offered, but in a tiny plastic faux wine glass, and other drinks are also served in plastic tumblers that seem to become progressively smaller. Due to the timing only a light snack is offered. Although this was quick there was a long wait for coffee or drinks top up to be offered, and tables cleared, as there are no dedicated premium economy crew. Service is the same as economy, and although Singapore Airlines economy is amongst the best it does not match the premium economy service of other airlines such as Qantas. Overall the comfort and space are excellent, but the service level is economy - on all 4 premium economy flights on this trip the curtains between the cabins were left open.the seats are very comfortable",2018,12,09,johannesburg check formalities super efficient normal changi unsocial hour recently changed unfortunately scheduled time changed minutes late seems norm extra half hour sitting around time morning frustrating boarding started efficient premium economy cabin relatively spacious ample space storage seats comfortable pretake off drink norm premium economy would welcome wait take off drinks served champagne offered but tiny plastic faux wine glass drinks also served plastic tumblers seem become progressively smaller due timing light snack offered although quick long wait coffee drinks top offered tables cleared no dedicated premium economy crew service economy although economy amongst best not match premium economy service qantas overall comfort space excellent but service level economy premium economy flights trip curtains cabins left openthe seats comfortable,0.1641304347826087,869,120
Nilesh Bartlett,2018-12-08,True,Solo Leisure,November 2018,Dubai to Kuala Lumpur via Singapore,Economy Class,1,Dubai,Kuala Lumpur,Singapore,True, United Arab Emirates, Malaysia,Dubai,Kuala Lumpur,25.2653471,3.1516964,55.2924914,101.6942371,5532.3923219638245,"  Sydney to Singapore. In Sydney, ground staff are particularly efficient. Aircraft was showing its age and perhaps an upgrade is required. I am unsure if it is the timing of the flight or the duration, however, the service lacked the upbeat and positive enthusiasm that SIA is known for, smiles were limited. I must commend the work of the senior flight steward who took excellent care of his passengers and came to check on them every few hours. The meals were average, not necessarily the best. They should allow passengers to know what is being served in the special meals category. Entertainment system didn’t respond either. However, the overall flight was okay, however, I have noted SIA for better service particularly on the SYD-SIN sector.overall flight was okay",2018,12,08,sydney sydney ground staff particularly efficient aircraft showing age perhaps upgrade required unsure if timing duration however service lacked upbeat positive enthusiasm sia known smiles limited must commend work senior steward took excellent care passengers came check every hours meals average not necessarily best allow passengers know served special meals category entertainment system didn’t respond either however overall okay however noted sia better service particularly sydsin sectoroverall okay,0.2246933621933622,506,68
Muhammad Payandenick,2018-12-05,True,Couple Leisure,November 2018,Singapore to Colombo,Economy Class,0,Singapore,Colombo,None,False,Singapore, Sri Lanka,Singapore,Colombo,1.357107,6.9388614,103.8194992,79.8542005,2730.3761959307158,"  Dubai to Kuala Lumpur via Singapore. It was my first and last time to use Singapore Airlines.  Both our flights had delayed for total 5 hours, which caused us to miss our next flight to Kuching. In addition, the food was really worse. I will never use Singapore Air anymore.never use Singapore Air anymore",2018,12,05,dubai kuala lumpur via first last time use flights delayed total hours caused us miss next kuching addition food really worse will never use air anymorenever use air anymore,-0.030000000000000006,173,29
Nilesh Bartlett,2018-12-04,True,Business,November 2018,Sydney to Hong Kong via Singapore,Economy Class,2,Sydney,Hong Kong,Singapore,True, Australia, China,Sydney,Hong Kong Island,-33.8698439,22.2793278,151.2082848,114.1628131,7350.090235950821, Flew with SQ468 on the 27th of November out of Singapore and I was pleasantly surprised! The aircraft was in a top notch condition and the food was by far the best food I have ever tasted on an airline. The cabin crew were extremely attentive and were very courteous. I should particularly mention how they look after toddlers very well on board. Load factor was full however this wasn’t a challenge for the team at all. The only drawback of an otherwise excellent flight was the fact that the entertainments system malfunctioned so much that I ultimately gave up and went to sleep.I was pleasantly surprised,2018,12,04,flew november pleasantly surprised aircraft top notch condition food far best food ever tasted cabin crew extremely attentive courteous particularly mention look toddlers well board load factor full however wasn’t challenge team drawback otherwise excellent fact entertainments system malfunctioned much ultimately gave went sleepi pleasantly surprised,0.3924242424242424,352,46
Jessica Leung,2018-11-27,True,Solo Leisure,November 2018,Seoul to Singapore,Economy Class,0,Seoul,Singapore,None,False, South Korea,Singapore,Seoul,Singapore,37.5666791,1.357107,126.9782914,103.8194992,4658.7421490548095,"  Sydney to Hong Kong via Singapore. The service that I received in Sydney Airport was so unprofessional. The ticket that I bought is student ticket, so I got 10KG more baggage allowance. However, the staff said that my baggage are overload (43kg in total). I  understand that baggages are overloaded, and I was happy to pay for the extra 3kg, so I asked the staff how much I have to pay for the extra KGs, she answer AUD270. So I chose to repack my baggage since I think it is more expensive than I expected. after I repacked (1kg extra), the staff asked if I can pay for the extra or not (I was surprised, since it is just 1kg more). Even though I understand that the ground staff are mostly outsourced, they are representing SQ, so I should expect professional service. The aircraft from SIN to HKG was very old that the screen is still is squared format. The meal tasted bad as well. I do not normally complain about the quality of the food as long as they are acceptable, however, I did not think that it is in an acceptable quality from world No. 1 airline. Thirdly, I am not sure if all airlines are like this or not, however, from the meal menu, they have 3 courses to choose, I was informed that they only have 2 courses though. The seat of A380 is alright, but not okay for the B777 since it is way too old. I did not think the staff of SQ is friendly too, you can tell that the staff of my aisle are tired of the job and did not want to serve. I had a really high expectation in SQ since it  ranked as the No1 airline, however, my experience tell me that it is not.service in Sydney unprofessional",2018,11,27,sydney hong kong via service received sydney airport unprofessional ticket bought student ticket got baggage allowance however staff said baggage overload total understand baggages overloaded happy pay extra asked staff much pay extra kgs answer chose repack baggage since think expensive expected repacked extra staff asked if pay extra not surprised since even though understand ground staff mostly outsourced representing sq expect professional service aircraft sin hkg old screen still squared format meal tasted bad well not normally complain quality food long acceptable however not think acceptable quality world no thirdly not sure if like not however meal menu courses choose informed courses though seat alright but not okay since way old not think staff sq friendly tell staff aisle tired job not want serve really high expectation sq since ranked however experience tell notservice sydney unprofessional,-0.0018181818181818097,915,137
B Hasselah,2018-11-25,True,Business,July 2018,London Heathrow to Singapore,Business Class,2,London Heathrow,Singapore,None,False, United Kingdom,Singapore,Heathrow Airport,Singapore,51.46773895,1.357107,-0.4587800741571181,103.8194992,10875.322842038131,  Flew short-haul flight from Seoul to Singapore with an A330. The plane is not very old (9 years) but had already old fashioned seats (no flat beds) and old entertainment. Both latter are the sole critical points in this experience that have been compensated by a fantastic crew with fantastic service. No airline can ever beat Singapore airlines when it comes to onborad service. A very attentive cabin crew with a very friendly and professional purser. Drinks were great and meal was fantastic that comes as usual with sate as appetizer.fantastic service,2018,11,25,flew shorthaul seoul not old years but already old fashioned seats no flat beds old entertainment latter sole critical points experience compensated fantastic crew fantastic service no ever beat comes onborad service attentive cabin crew friendly professional purser drinks great meal fantastic comes usual sate appetizerfantastic service,0.18583333333333335,338,47
P Garten,2018-11-24,True,Couple Leisure,November 2018,Manila to Munich via Singapore,Business Class,2,Manila,Munich,Singapore,True, Philippines, Germany,Manila,Munich,14.5906346,48.1371079,120.9799964,11.5753822,10192.564414506285,"  London Heathrow to Singapore. Having flown long-haul with various airlines over the years, and with Singapore Airlines to Asia before, we opted to use them again as they offer good value and service. We booked direct with the airline, which was cheaper than any aggregator sites - we had intended to fly premium economy, but when booking managed to get a business class outbound journey for almost the same price. The experience was excellent - from the business class SilverKris Lounge at LHR to the onboard service. The plane we were on had the relatively new business class seats, which were superbly comfortable and afforded a truly relaxing journey, with a good range of entertainment, food and drink (we used the 'Book the Cook' to have our own choice from the extensive menu). The wifi was also reasonable even if a 30MB allowance is meagre for a near 12.5 hour flight! The overall service was attentive without being over-bearing and the staff were always smiling - our every request was met and reinforced our view that Singapore Airlines offer the best business class experience among the top airlines.best business class experience",2018,11,24,london heathrow flown longhaul various years asia opted use offer good value service booked direct cheaper aggregator sites intended fly premium economy but booking managed get business class outbound journey almost price experience excellent business class silverkris lounge lhr onboard service relatively new business class seats superbly comfortable afforded truly relaxing journey good range entertainment food drink used book cook choice extensive menu wifi also reasonable even if allowance meagre near hour overall service attentive without overbearing staff always smiling every request met reinforced view offer best business class experience among top airlinesbest business class experience,0.4024242424242424,700,96
